GISAID Accession.ID,Omicron_Emergence_MAIN,Omicron_Emergence_AGE,Omicron_Emergence_Vaccinated_Only,Delta_Emergence_MAIN,Delta_Emergence_AGE
EPI_ISL_8842355,1,1,1,0,0
EPI_ISL_8634243,0,0,1,0,0
EPI_ISL_7614872,0,0,0,0,0
EPI_ISL_6889918,0,0,0,0,0
EPI_ISL_5927199,0,0,0,0,0
EPI_ISL_4882929,0,0,0,0,0
EPI_ISL_8024356,0,1,0,0,0
EPI_ISL_10590003,-1,-1,-1,-1,-1
EPI_ISL_6890042,0,0,0,0,0
EPI_ISL_6889554,0,0,0,0,0
EPI_ISL_7151332,0,0,0,0,0
EPI_ISL_4882962,0,0,0,0,0
EPI_ISL_5927135,0,0,0,0,0
EPI_ISL_8158151,1,1,1,0,0
EPI_ISL_9392668,0,0,0,0,0
EPI_ISL_5927137,0,0,0,0,0
EPI_ISL_3235672,0,0,0,0,0
EPI_ISL_8310732,0,0,0,0,0
EPI_ISL_4882934,0,0,0,0,0
EPI_ISL_4882966,0,0,0,0,0
EPI_ISL_6176043,0,0,0,0,0
EPI_ISL_7829400,0,0,0,0,0
EPI_ISL_5927203,0,0,0,0,0
EPI_ISL_7829382,0,0,0,0,0
EPI_ISL_8842881,0,0,0,0,0
EPI_ISL_6889063,0,0,0,0,0
EPI_ISL_7151285,0,0,0,0,0
EPI_ISL_8318107,0,0,0,0,0
EPI_ISL_8151780,0,0,0,0,0
EPI_ISL_3836212,0,0,0,0,0
EPI_ISL_3235695,0,0,0,0,0
EPI_ISL_5393844,0,0,0,1,1
EPI_ISL_5115341,0,0,0,0,0
EPI_ISL_5115302,0,0,0,0,0
EPI_ISL_9392680,0,0,0,0,0
EPI_ISL_7502127,0,0,0,0,0
EPI_ISL_7140991,0,0,0,0,0
EPI_ISL_8632361,0,0,0,0,0
EPI_ISL_10589992,-1,-1,-1,-1,-1
EPI_ISL_8635300,0,0,0,0,0
EPI_ISL_4882910,0,0,0,0,0
EPI_ISL_9028263,1,1,1,0,0
EPI_ISL_7140972,0,0,0,0,0
EPI_ISL_4882927,0,0,0,0,0
EPI_ISL_7467943,0,0,0,0,0
EPI_ISL_7151316,0,0,0,0,0
EPI_ISL_5115277,0,0,0,0,0
EPI_ISL_8030833,0,0,0,0,0
EPI_ISL_6889162,0,0,0,0,0
EPI_ISL_4194886,0,0,0,0,0
EPI_ISL_6175924,0,0,0,0,0
EPI_ISL_8808221,0,0,0,0,0
EPI_ISL_4194780,0,0,0,0,0
EPI_ISL_7159531,0,0,0,0,0
EPI_ISL_9184229,0,0,0,0,0
EPI_ISL_9184243,0,0,0,0,0
EPI_ISL_7151280,0,0,0,0,0
EPI_ISL_6889992,0,0,0,0,0
EPI_ISL_8007803,0,0,0,0,0
EPI_ISL_4882489,0,0,0,0,0
EPI_ISL_7502140,0,0,0,0,0
EPI_ISL_5927124,0,0,0,0,0
EPI_ISL_8146550,0,0,0,0,0
EPI_ISL_7141451,0,0,0,0,0
EPI_ISL_8028293,0,0,0,0,0
EPI_ISL_7159490,0,0,0,0,0
EPI_ISL_10589999,-1,-1,-1,-1,-1
EPI_ISL_8807867,0,0,0,0,0
EPI_ISL_4569496,0,0,0,0,0
EPI_ISL_7829387,0,0,0,0,0
EPI_ISL_6175916,0,0,0,0,0
EPI_ISL_4194926,0,0,0,0,0
EPI_ISL_5115294,0,0,0,0,0
EPI_ISL_6889569,0,0,0,0,0
EPI_ISL_8318142,0,1,0,0,0
EPI_ISL_7502139,0,0,0,0,0
EPI_ISL_9028279,1,1,1,0,0
EPI_ISL_8632362,1,1,1,0,0
EPI_ISL_4194832,0,0,0,0,0
EPI_ISL_9030908,1,0,1,0,0
EPI_ISL_8636431,1,0,1,0,0
EPI_ISL_9028292,1,1,0,0,0
EPI_ISL_8636381,1,1,1,0,0
EPI_ISL_6889749,0,0,0,0,0
EPI_ISL_8028277,0,0,0,0,0
EPI_ISL_8032615,0,0,0,0,0
EPI_ISL_8311128,0,0,0,0,0
EPI_ISL_9034851,0,0,0,0,0
EPI_ISL_9261503,0,0,0,0,0
EPI_ISL_4435335,0,0,0,0,0
EPI_ISL_8632348,0,0,0,0,0
EPI_ISL_9392679,0,0,0,0,0
EPI_ISL_7141443,0,0,0,0,0
EPI_ISL_8310726,0,1,0,0,0
EPI_ISL_6889974,0,0,0,0,0
EPI_ISL_4194758,0,0,0,0,0
EPI_ISL_8808013,0,1,1,0,0
EPI_ISL_5927197,0,0,0,0,0
EPI_ISL_4569470,0,0,0,0,0
EPI_ISL_4194799,0,0,0,0,0
EPI_ISL_6175959,0,0,0,0,0
EPI_ISL_5695300,0,0,0,0,0
EPI_ISL_9184195,0,0,0,0,0
EPI_ISL_6248668,0,0,0,1,0
EPI_ISL_6889106,0,0,0,0,0
EPI_ISL_8636426,0,0,0,0,0
EPI_ISL_4194764,0,0,0,0,0
EPI_ISL_6889981,0,0,0,0,0
EPI_ISL_7151299,0,0,0,0,0
EPI_ISL_6906007,0,0,0,0,0
EPI_ISL_7159539,0,0,0,0,0
EPI_ISL_5393918,0,0,0,0,0
EPI_ISL_5927200,0,0,0,0,0
EPI_ISL_6906039,0,0,0,0,0
EPI_ISL_8635272,0,0,0,0,0
EPI_ISL_8032609,0,0,0,0,0
EPI_ISL_3836192,0,0,0,0,0
EPI_ISL_7467920,0,0,0,0,0
EPI_ISL_8842803,1,1,1,0,0
EPI_ISL_8028298,0,0,0,0,0
EPI_ISL_3235652,0,0,0,0,0
EPI_ISL_8032582,0,0,0,0,0
EPI_ISL_4569587,0,0,0,0,0
EPI_ISL_8032638,0,0,0,0,0
EPI_ISL_4569655,0,0,0,0,0
EPI_ISL_6889813,0,0,0,0,0
EPI_ISL_8311089,0,0,0,0,0
EPI_ISL_7151219,0,0,0,0,0
EPI_ISL_8842373,1,1,1,0,0
EPI_ISL_8636433,0,0,0,0,0
EPI_ISL_8636380,1,0,0,0,0
EPI_ISL_8808023,1,1,0,0,0
EPI_ISL_3148950,0,0,0,0,0
EPI_ISL_7614827,0,0,0,0,0
EPI_ISL_7151251,0,0,0,0,0
EPI_ISL_8147642,1,1,1,0,0
EPI_ISL_9030849,0,0,0,0,0
EPI_ISL_6889883,0,0,0,0,0
EPI_ISL_3835049,0,0,0,0,0
EPI_ISL_8311048,0,0,0,0,0
EPI_ISL_8146562,0,0,0,0,0
EPI_ISL_8807854,1,0,0,0,0
EPI_ISL_9028285,1,1,1,0,0
EPI_ISL_4435310,0,0,0,0,0
EPI_ISL_9261576,0,0,0,0,0
EPI_ISL_6889730,0,0,0,0,0
EPI_ISL_4194769,0,0,0,0,0
EPI_ISL_6906046,0,0,0,0,0
EPI_ISL_9184244,0,0,0,0,0
EPI_ISL_4882843,0,0,0,0,0
EPI_ISL_9392750,0,0,0,0,0
EPI_ISL_4194820,0,0,0,0,0
EPI_ISL_9184247,0,0,0,0,0
EPI_ISL_9030914,0,0,0,0,0
EPI_ISL_8632338,0,0,0,0,0
EPI_ISL_4194767,0,0,0,0,0
EPI_ISL_5115243,0,0,0,0,0
EPI_ISL_4569450,0,0,0,0,0
EPI_ISL_8032648,0,0,0,0,0
EPI_ISL_8311085,1,1,1,0,0
EPI_ISL_7829388,0,0,0,0,0
EPI_ISL_8311095,1,0,0,0,0
EPI_ISL_3370859,0,0,0,0,0
EPI_ISL_8318117,1,1,1,0,0
EPI_ISL_3148961,0,0,0,1,1
EPI_ISL_3836126,0,0,0,0,0
EPI_ISL_7151253,0,0,0,0,0
EPI_ISL_8636382,0,0,0,0,0
EPI_ISL_9030900,1,1,0,0,0
EPI_ISL_3836199,0,0,0,0,0
EPI_ISL_6903054,0,0,0,0,0
EPI_ISL_9184239,0,0,0,0,0
EPI_ISL_8318133,0,0,1,0,0
EPI_ISL_6905964,0,0,0,0,0
EPI_ISL_4276967,0,0,0,0,0
EPI_ISL_5115343,0,0,0,0,0
EPI_ISL_4882933,0,0,0,0,0
EPI_ISL_8151788,1,0,1,0,0
EPI_ISL_3835008,0,0,0,0,0
EPI_ISL_7136895,0,0,0,0,0
EPI_ISL_9184245,0,0,0,0,0
EPI_ISL_8146655,1,1,1,0,0
EPI_ISL_8807836,1,1,1,0,0
EPI_ISL_8635324,0,1,1,0,0
EPI_ISL_8318127,1,1,1,0,0
EPI_ISL_8636388,1,0,0,0,0
EPI_ISL_3148980,0,0,0,0,0
EPI_ISL_4569505,0,0,0,0,0
EPI_ISL_4435326,0,0,0,0,0
EPI_ISL_6903002,0,0,0,0,0
EPI_ISL_7614900,0,0,0,0,0
EPI_ISL_7140999,0,0,0,0,0
EPI_ISL_3836188,0,0,0,0,0
EPI_ISL_8311092,0,0,0,0,0
EPI_ISL_8146571,1,1,1,0,0
EPI_ISL_8311091,0,0,0,0,0
EPI_ISL_8808171,1,1,1,0,0
EPI_ISL_5393880,0,0,0,0,0
EPI_ISL_6889157,0,0,0,0,0
EPI_ISL_8146569,0,0,0,0,0
EPI_ISL_7829399,0,0,0,0,0
EPI_ISL_8024353,0,0,0,0,0
EPI_ISL_8310744,1,1,1,0,0
EPI_ISL_5927133,0,0,0,0,0
EPI_ISL_6889367,0,0,0,0,0
EPI_ISL_7829401,0,0,0,0,0
EPI_ISL_8147649,0,0,0,0,0
EPI_ISL_5393972,0,0,0,0,0
EPI_ISL_8318109,0,0,0,0,0
EPI_ISL_8808201,0,0,0,0,0
EPI_ISL_9394884,0,0,0,0,0
EPI_ISL_7829353,0,0,0,0,0
EPI_ISL_8311051,0,0,0,0,0
EPI_ISL_4882913,0,0,0,0,0
EPI_ISL_4569435,0,0,0,0,0
EPI_ISL_6889922,0,0,0,0,0
EPI_ISL_7151286,0,0,0,0,0
EPI_ISL_7159508,0,0,0,0,0
EPI_ISL_7467932,0,0,0,0,0
EPI_ISL_6889852,0,0,0,0,0
EPI_ISL_9184194,0,0,0,0,0
EPI_ISL_5394001,0,0,0,0,0
EPI_ISL_8634240,0,0,0,0,0
EPI_ISL_3835062,0,0,0,0,0
EPI_ISL_9184236,0,0,0,0,0
EPI_ISL_9261479,0,0,0,0,0
EPI_ISL_9261620,1,1,0,0,0
EPI_ISL_8395537,1,1,0,0,0
EPI_ISL_8311072,1,0,1,0,0
EPI_ISL_6889475,0,0,0,0,0
EPI_ISL_6905986,0,0,0,0,0
EPI_ISL_8634200,1,1,1,0,0
EPI_ISL_9184230,0,0,0,0,0
EPI_ISL_6905974,0,0,0,0,0
EPI_ISL_4882957,0,0,0,0,0
EPI_ISL_7159511,0,0,0,0,0
EPI_ISL_9394863,0,0,0,0,0
EPI_ISL_7614867,0,0,0,0,0
EPI_ISL_7141468,0,0,0,0,0
EPI_ISL_4194936,0,0,0,0,0
EPI_ISL_8635278,0,0,0,0,0
EPI_ISL_8807913,1,1,1,0,0
EPI_ISL_7136927,0,0,0,0,0
EPI_ISL_6175406,0,0,0,0,0
EPI_ISL_3031273,0,0,0,0,1
EPI_ISL_3031267,0,0,0,0,1
EPI_ISL_4194916,0,0,0,0,0
EPI_ISL_9028289,1,1,1,0,0
EPI_ISL_3148979,0,0,0,0,0
EPI_ISL_8146560,1,0,1,0,0
EPI_ISL_7159519,0,0,0,0,0
EPI_ISL_8311063,0,0,0,0,0
EPI_ISL_8311110,0,1,1,0,0
EPI_ISL_4882855,0,0,0,0,0
EPI_ISL_6905944,0,0,0,0,0
EPI_ISL_8808241,0,0,0,0,0
EPI_ISL_5393883,0,0,0,0,0
EPI_ISL_4194835,0,0,0,0,0
EPI_ISL_4276655,0,0,0,1,1
EPI_ISL_4276966,0,0,0,0,0
EPI_ISL_9030921,0,0,0,0,0
EPI_ISL_6889902,0,0,0,0,0
EPI_ISL_7141015,0,0,0,0,0
EPI_ISL_7614894,0,0,0,0,0
EPI_ISL_8808034,1,1,0,0,0
EPI_ISL_8808210,0,0,0,0,0
EPI_ISL_6176011,0,0,0,0,0
EPI_ISL_7829404,0,0,0,0,0
EPI_ISL_3235730,0,0,0,1,0
EPI_ISL_8318116,0,0,0,0,0
EPI_ISL_3235661,0,0,0,0,0
EPI_ISL_8842813,0,0,0,0,0
EPI_ISL_8842795,0,0,0,0,0
EPI_ISL_8636403,0,0,0,0,0
EPI_ISL_9030907,0,0,0,0,0
EPI_ISL_7151339,0,0,0,0,0
EPI_ISL_6175771,0,0,0,0,0
EPI_ISL_9028244,1,1,1,0,0
EPI_ISL_4569442,0,0,0,0,0
EPI_ISL_8318419,1,1,1,0,0
EPI_ISL_9392677,0,0,0,0,0
EPI_ISL_4882961,0,0,0,0,0
EPI_ISL_8311079,1,1,1,0,0
EPI_ISL_3835045,0,0,0,0,0
EPI_ISL_8310733,0,1,0,0,0
EPI_ISL_9030913,0,0,0,0,0
EPI_ISL_8842879,0,0,0,0,0
EPI_ISL_8632314,0,0,0,0,0
EPI_ISL_8842358,1,0,1,0,0
EPI_ISL_7159515,0,0,0,0,0
EPI_ISL_8151795,0,0,0,0,0
EPI_ISL_4194833,0,0,0,0,0
EPI_ISL_10590019,-1,-1,-1,-1,-1
EPI_ISL_9261636,1,1,1,0,0
EPI_ISL_8632353,0,0,0,0,0
EPI_ISL_4569604,0,0,0,0,0
EPI_ISL_6889359,0,0,0,0,0
EPI_ISL_9261573,0,0,0,0,0
EPI_ISL_8151732,0,1,0,0,0
EPI_ISL_8318454,0,1,0,0,0
EPI_ISL_9334898,0,0,0,0,0
EPI_ISL_8146587,0,1,0,0,0
EPI_ISL_7151333,0,0,0,0,0
EPI_ISL_6890169,0,0,0,0,0
EPI_ISL_8318439,1,1,1,0,0
EPI_ISL_8635312,0,1,0,0,0
EPI_ISL_3836208,0,0,0,0,0
EPI_ISL_4730662,0,0,0,0,0
EPI_ISL_7829380,0,0,0,0,0
EPI_ISL_7800789,1,1,1,0,0
EPI_ISL_9394887,1,0,0,0,0
EPI_ISL_3370858,0,0,0,1,1
EPI_ISL_7141034,0,0,0,0,0
EPI_ISL_8632313,0,0,0,0,0
EPI_ISL_9028275,0,0,0,0,0
EPI_ISL_9028298,0,0,0,0,0
EPI_ISL_3235723,0,0,0,1,0
EPI_ISL_8635326,1,0,0,0,0
EPI_ISL_8311097,0,0,1,0,0
EPI_ISL_9392735,0,0,0,0,0
EPI_ISL_8808020,0,1,0,0,0
EPI_ISL_9030898,1,1,1,0,0
EPI_ISL_8028315,0,0,0,0,0
EPI_ISL_9334955,0,0,0,0,0
EPI_ISL_7829368,0,0,0,0,0
EPI_ISL_8318076,0,0,0,0,0
EPI_ISL_8311112,1,1,0,0,0
EPI_ISL_3462762,0,0,0,0,0
EPI_ISL_9394847,0,0,0,0,0
EPI_ISL_7467928,0,0,0,0,0
EPI_ISL_5695307,0,0,0,0,0
EPI_ISL_8318471,1,1,1,0,0
EPI_ISL_8030842,0,0,0,0,0
EPI_ISL_8318073,0,0,0,0,0
EPI_ISL_8808235,0,0,0,0,0
EPI_ISL_8632334,0,0,0,0,0
EPI_ISL_8807851,1,0,0,0,0
EPI_ISL_5115246,0,0,0,0,0
EPI_ISL_6903040,0,0,0,0,0
EPI_ISL_6889014,0,0,0,0,0
EPI_ISL_3835031,0,0,0,0,0
EPI_ISL_5927233,0,0,0,0,0
EPI_ISL_7467907,0,0,0,0,0
EPI_ISL_8147641,0,0,0,0,0
EPI_ISL_8318097,0,0,0,0,0
EPI_ISL_4569495,0,0,0,0,0
EPI_ISL_6175466,0,0,0,0,0
EPI_ISL_9034918,1,1,1,0,0
EPI_ISL_9028245,0,1,0,0,0
EPI_ISL_7151312,0,0,0,0,0
EPI_ISL_8318402,1,1,1,0,0
EPI_ISL_6889121,0,0,0,0,0
EPI_ISL_6889103,0,0,0,0,0
EPI_ISL_6175935,0,0,0,0,0
EPI_ISL_7151246,0,0,0,0,0
EPI_ISL_7136911,0,0,0,0,0
EPI_ISL_6176145,0,0,0,0,0
EPI_ISL_8310731,1,1,1,0,0
EPI_ISL_5393955,0,0,0,0,0
EPI_ISL_8158107,1,1,0,0,0
EPI_ISL_9261571,0,0,0,0,0
EPI_ISL_7829358,0,0,0,0,0
EPI_ISL_4882911,0,0,0,0,0
EPI_ISL_6176111,0,0,0,0,0
EPI_ISL_8158134,1,1,1,0,0
EPI_ISL_6889127,0,0,0,0,0
EPI_ISL_7467936,0,0,0,0,0
EPI_ISL_8024397,0,0,1,0,0
EPI_ISL_8024402,1,1,1,0,0
EPI_ISL_8874526,1,1,1,0,0
EPI_ISL_8636428,1,1,0,0,0
EPI_ISL_8318479,1,1,1,0,0
EPI_ISL_8318120,1,1,1,0,0
EPI_ISL_8318143,1,1,1,0,0
EPI_ISL_8007623,0,0,0,0,0
EPI_ISL_7478494,1,1,1,0,0
EPI_ISL_7829391,0,0,0,0,0
EPI_ISL_7467938,0,0,0,0,0
EPI_ISL_8311054,1,1,1,0,0
EPI_ISL_8311099,0,0,0,0,0
EPI_ISL_8007804,0,0,0,0,0
EPI_ISL_6175704,0,0,0,0,0
EPI_ISL_6250312,0,0,0,0,0
EPI_ISL_8311125,0,0,0,0,0
EPI_ISL_8007628,0,0,0,0,0
EPI_ISL_8318475,0,1,0,0,0
EPI_ISL_4569631,0,0,0,0,0
EPI_ISL_9261574,0,0,0,0,0
EPI_ISL_8310783,1,1,1,0,0
EPI_ISL_8842816,0,0,0,0,0
EPI_ISL_9394876,0,0,0,0,0
EPI_ISL_8318481,1,1,1,0,0
EPI_ISL_8007741,0,0,0,0,0
EPI_ISL_10589995,-1,-1,-1,-1,-1
EPI_ISL_8808223,0,0,0,0,0
EPI_ISL_7467918,0,0,0,0,0
EPI_ISL_9030906,0,0,0,0,0
EPI_ISL_8632350,0,0,0,0,0
EPI_ISL_9335554,0,0,1,0,0
EPI_ISL_8632312,0,0,0,0,0
EPI_ISL_10589991,-1,-1,-1,-1,-1
EPI_ISL_8807878,1,1,1,0,0
EPI_ISL_6889226,0,0,0,0,0
EPI_ISL_8807879,0,1,0,0,0
EPI_ISL_8842347,1,1,1,0,0
EPI_ISL_7159474,0,0,0,0,0
EPI_ISL_8807871,0,0,0,0,0
EPI_ISL_8808242,0,0,0,0,0
EPI_ISL_8024365,1,0,0,0,0
EPI_ISL_8146575,1,1,0,0,0
EPI_ISL_9261575,0,0,0,0,0
EPI_ISL_8032593,0,0,0,0,0
EPI_ISL_9030459,1,0,1,0,0
EPI_ISL_7159463,0,0,0,0,0
EPI_ISL_8147637,0,0,0,0,0
EPI_ISL_8807893,0,0,0,0,0
EPI_ISL_8842794,0,0,0,0,0
EPI_ISL_7829349,0,0,0,0,0
EPI_ISL_9658616,0,0,0,0,0
EPI_ISL_8842833,0,0,0,0,0
EPI_ISL_9392649,1,0,0,0,0
EPI_ISL_2421231,0,0,0,0,0
EPI_ISL_3836089,0,0,0,0,0
EPI_ISL_9030890,1,1,1,0,0
EPI_ISL_2098545,0,0,0,0,0
EPI_ISL_3836156,0,0,0,0,0
EPI_ISL_7159513,0,0,0,0,0
EPI_ISL_5115240,0,0,0,0,0
EPI_ISL_8808200,0,0,0,0,0
EPI_ISL_9334957,0,0,0,0,0
EPI_ISL_3836223,0,0,0,0,0
EPI_ISL_7614856,0,0,0,0,0
EPI_ISL_7478463,0,0,0,0,0
EPI_ISL_8318458,1,1,1,0,0
EPI_ISL_5393999,0,0,0,0,0
EPI_ISL_7614890,0,0,0,0,0
EPI_ISL_8808161,1,1,1,0,0
EPI_ISL_4435323,0,0,0,0,0
EPI_ISL_5927175,0,0,0,0,0
EPI_ISL_7614842,0,0,0,0,0
EPI_ISL_3836222,0,0,0,0,0
EPI_ISL_2098499,0,0,0,0,0
EPI_ISL_8028303,0,0,0,0,0
EPI_ISL_3836157,0,0,0,0,0
EPI_ISL_8842365,0,1,0,0,0
EPI_ISL_4569565,0,0,0,0,0
EPI_ISL_7478457,0,0,0,0,0
EPI_ISL_8028304,0,0,0,0,0
EPI_ISL_1227245,0,0,0,0,0
EPI_ISL_8318480,1,1,1,0,0
EPI_ISL_7614819,0,0,0,0,0
EPI_ISL_8318431,1,0,1,0,0
EPI_ISL_3836165,0,0,0,0,0
EPI_ISL_8874545,0,0,0,0,0
EPI_ISL_8030841,1,1,0,0,0
EPI_ISL_2098534,0,0,0,0,0
EPI_ISL_2278790,0,0,0,0,0
EPI_ISL_8007627,0,0,0,0,0
EPI_ISL_4194808,0,0,0,0,0
EPI_ISL_8147629,0,0,0,0,0
EPI_ISL_3836204,0,0,0,0,0
EPI_ISL_7614815,0,0,0,0,0
EPI_ISL_8146578,0,0,0,0,0
EPI_ISL_6890068,0,0,0,0,0
EPI_ISL_8808163,1,1,1,0,0
EPI_ISL_3462814,0,0,0,0,0
EPI_ISL_7614852,0,0,0,0,0
EPI_ISL_6889376,0,0,0,0,0
EPI_ISL_7159517,0,0,0,0,0
EPI_ISL_4194697,0,0,0,0,0
EPI_ISL_9030861,0,0,0,0,0
EPI_ISL_8318459,1,1,1,0,0
EPI_ISL_3235715,0,0,0,0,0
EPI_ISL_8318468,0,1,1,0,0
EPI_ISL_9334956,0,0,0,0,0
EPI_ISL_4194839,0,0,0,0,0
EPI_ISL_7478500,0,0,0,0,0
EPI_ISL_7614824,0,0,0,0,0
EPI_ISL_8024364,0,0,0,0,0
EPI_ISL_7614823,0,0,0,0,0
EPI_ISL_8318437,0,0,1,0,0
EPI_ISL_8807863,1,1,1,0,0
EPI_ISL_3462750,0,0,0,0,0
EPI_ISL_5115259,0,0,0,0,0
EPI_ISL_5393862,0,0,0,0,0
EPI_ISL_7502125,0,0,0,0,0
EPI_ISL_7141022,0,0,0,0,0
EPI_ISL_8024333,0,0,0,0,0
EPI_ISL_8024349,0,0,0,0,0
EPI_ISL_8842359,1,0,1,0,0
EPI_ISL_8842356,0,0,0,0,0
EPI_ISL_8842357,0,1,1,0,0
EPI_ISL_8842354,0,0,0,0,0
EPI_ISL_8632310,1,0,1,0,0
EPI_ISL_1671662,0,0,0,1,0
EPI_ISL_8636423,0,1,0,0,0
EPI_ISL_1398278,0,0,0,0,0
EPI_ISL_7159461,0,0,0,0,0
EPI_ISL_5115264,0,0,0,0,0
EPI_ISL_4194708,0,0,0,0,0
EPI_ISL_8807846,1,1,1,0,0
EPI_ISL_5927180,0,0,0,0,0
EPI_ISL_8318412,0,0,0,0,0
EPI_ISL_8024399,1,0,0,0,0
EPI_ISL_3836215,0,0,0,0,0
EPI_ISL_7159514,0,0,0,0,0
EPI_ISL_8318444,0,1,0,0,0
EPI_ISL_2422291,0,0,0,0,0
EPI_ISL_1580704,0,0,0,0,0
EPI_ISL_6889796,0,0,0,0,0
EPI_ISL_4435306,0,0,0,0,0
EPI_ISL_5393979,0,0,0,0,0
EPI_ISL_5695319,0,0,0,0,0
EPI_ISL_4194776,0,0,0,0,0
EPI_ISL_8030834,0,0,0,0,0
EPI_ISL_8024385,1,0,1,0,0
EPI_ISL_9261496,0,0,0,0,0
EPI_ISL_5115250,0,0,0,0,0
EPI_ISL_8808191,0,1,0,0,0
EPI_ISL_8024360,0,0,0,0,0
EPI_ISL_7478492,0,0,0,0,0
EPI_ISL_7159516,0,0,0,0,0
EPI_ISL_7502157,0,0,0,0,0
EPI_ISL_5695318,0,0,0,0,0
EPI_ISL_8024386,0,1,1,0,0
EPI_ISL_5115254,0,0,0,0,0
EPI_ISL_5927140,0,0,0,0,0
EPI_ISL_1920056,0,0,0,0,0
EPI_ISL_7467922,0,0,0,0,0
EPI_ISL_3836221,0,0,0,0,0
EPI_ISL_3836161,0,0,0,0,0
EPI_ISL_1920052,0,0,0,0,0
EPI_ISL_7159440,0,0,0,0,0
EPI_ISL_8632366,1,1,0,0,0
EPI_ISL_1582149,0,0,0,0,0
EPI_ISL_4569614,0,0,0,0,0
EPI_ISL_5927215,0,0,0,0,0
EPI_ISL_7334889,0,1,1,0,0
EPI_ISL_8146661,0,1,1,0,0
EPI_ISL_6903009,0,0,0,0,0
EPI_ISL_8842371,1,1,1,0,0
EPI_ISL_8024405,0,0,1,0,0
EPI_ISL_2868565,0,0,0,0,0
EPI_ISL_8808222,0,0,0,0,0
EPI_ISL_8310774,1,1,1,0,0
EPI_ISL_1919992,0,0,0,0,0
EPI_ISL_2279506,0,0,0,0,0
EPI_ISL_4435281,0,0,0,0,0
EPI_ISL_5927164,0,0,0,0,0
EPI_ISL_5927166,0,0,0,0,0
EPI_ISL_8318081,0,0,0,0,0
EPI_ISL_7159594,0,0,0,0,0
EPI_ISL_7467954,0,0,0,0,0
EPI_ISL_7151324,0,0,0,0,0
EPI_ISL_5115351,0,0,0,0,0
EPI_ISL_9261499,1,0,0,0,0
EPI_ISL_8318138,0,1,0,0,0
EPI_ISL_4194803,0,0,0,0,0
EPI_ISL_4194933,0,0,0,0,0
EPI_ISL_6175711,0,0,0,0,0
EPI_ISL_7159478,0,0,0,0,0
EPI_ISL_8807841,1,1,1,0,0
EPI_ISL_8310799,0,0,0,0,0
EPI_ISL_6889253,0,0,0,0,0
EPI_ISL_9658615,0,0,0,0,0
EPI_ISL_6905946,0,0,0,0,0
EPI_ISL_1398022,0,0,0,0,0
EPI_ISL_4194894,0,0,0,0,0
EPI_ISL_7151334,0,0,0,0,0
EPI_ISL_2097270,0,0,0,0,0
EPI_ISL_5927205,0,0,0,0,0
EPI_ISL_5927207,0,0,0,0,0
EPI_ISL_7141448,0,0,0,0,0
EPI_ISL_8311113,1,0,1,0,0
EPI_ISL_4435332,0,0,0,0,0
EPI_ISL_10590022,-1,-1,-1,-1,-1
EPI_ISL_9030509,1,0,1,0,0
EPI_ISL_5927162,0,0,0,0,0
EPI_ISL_9184248,1,0,1,0,0
EPI_ISL_4569482,0,0,0,0,0
EPI_ISL_4569436,0,0,0,0,0
EPI_ISL_8842348,1,1,0,0,0
EPI_ISL_10590020,-1,-1,-1,-1,-1
EPI_ISL_8318131,0,1,0,0,0
EPI_ISL_5393980,0,0,0,0,0
EPI_ISL_6905959,0,0,0,0,0
EPI_ISL_7141003,0,0,0,0,0
EPI_ISL_6175696,0,0,0,0,0
EPI_ISL_6889143,0,0,0,0,0
EPI_ISL_2274586,0,0,0,0,0
EPI_ISL_9030506,0,0,0,0,0
EPI_ISL_1671355,0,0,0,0,0
EPI_ISL_7136928,0,0,0,0,0
EPI_ISL_4194834,0,0,0,0,0
EPI_ISL_4194750,0,0,0,0,0
EPI_ISL_8318441,0,1,0,0,0
EPI_ISL_7141467,0,0,0,0,0
EPI_ISL_2868259,0,0,0,0,0
EPI_ISL_7502124,0,0,0,0,0
EPI_ISL_8024398,1,0,1,0,0
EPI_ISL_8808169,1,1,1,0,0
EPI_ISL_5393993,0,0,0,0,0
EPI_ISL_7141469,0,0,0,0,0
EPI_ISL_7467921,0,0,0,0,0
EPI_ISL_7151335,0,0,0,0,0
EPI_ISL_8842353,1,1,1,0,0
EPI_ISL_5393914,0,0,0,0,0
EPI_ISL_3031257,0,0,0,1,1
EPI_ISL_4569570,0,0,0,0,0
EPI_ISL_8146632,0,1,0,0,0
EPI_ISL_5927187,0,0,0,0,0
EPI_ISL_4435341,0,0,0,0,0
EPI_ISL_8146588,0,0,0,0,0
EPI_ISL_10590010,-1,-1,-1,-1,-1
EPI_ISL_8635331,1,1,1,0,0
EPI_ISL_1398280,0,0,0,0,0
EPI_ISL_5115327,0,0,0,0,0
EPI_ISL_8032599,0,0,0,0,0
EPI_ISL_6889081,0,0,0,0,0
EPI_ISL_5393838,0,0,0,0,0
EPI_ISL_4435287,0,0,0,0,0
EPI_ISL_3148984,0,0,0,0,0
EPI_ISL_8635335,1,1,1,0,0
EPI_ISL_6889154,0,0,0,0,0
EPI_ISL_8842383,1,1,1,0,0
EPI_ISL_3462788,0,0,0,0,0
EPI_ISL_7614814,0,0,0,0,0
EPI_ISL_8318105,0,0,0,0,0
EPI_ISL_8318106,0,0,0,0,0
EPI_ISL_7159591,0,0,0,0,0
